Date,CLc1,Cc1,HGc1,LCOc1,NGc1,Wc1,JETS,XLB,XLE,XLI,XLP,XLU,XLY,SPX
2015-05-01,-0.008049639443233336,-0.0075862068965516505,0.015589814654425993,-0.004791853848457706,0.009087604507451719,0.0064239828693790635,0.028195799570000003,0.01646172154,0.00229801645,0.012583138590000001,0.009096547449999999,0.005653550429999999,0.01380958704,0.010922987662490113
2015-05-04,-0.0037193575655113387,-0.002779708130646319,-0.0025584171925636667,-0.0001504664459823779,0.016210374639769487,-0.0015957446808511078,-0.00844390832,-0.0027317073200000003,-0.0025340895400000002,0.00159772768,0.00143413235,0.00742073308,0.00209561231,0.0029407719051932624
2015-05-05,0.024944849821822546,0.006968641114982521,0.00547195622435015,0.01610233258088778,-0.014533853243530848,-0.011188066062866375,-0.02676399027,-0.011348072780000001,-0.01234575369,-0.01347040057,-0.0079787234,-0.02232142857,-0.01045614952,-0.011837369767650707
2015-05-06,0.008774834437086154,0.01453287197231834,-0.0025510204081632404,0.0037026066350711595,-0.0014388489208633226,0.025323275862069172,-0.00083333333,0.00019790223999999998,-0.00391354675,-0.0005389867,0.00309342132,-0.00547945205,-0.00409457139,-0.0044556966871822645
2015-05-07,-0.032660430001641205,-0.023874488403819893,-0.0022165387894288457,-0.03290541537553471,-0.015129682997118143,-0.021019442984760994,0.019182652209999998,0.0043529877300000006,-0.01082144614,0.00521301456,0.00246710526,0.00367309458,0.00517241379,0.0037737663149290945
2015-05-08,0.0076348829317951505,0.002096436058700135,0.0017088174982911042,-0.0022886786695148764,0.05340160936356986,0.023081052066559193,0.01554828151,0.01595744681,0.01640974639,0.01180257511,0.00840853158,0.0070905764000000005,0.010687425779999999,0.01345785440613012
2015-05-11,-0.0023572992086210443,-0.0006973500697350365,-0.004605936540429956,-0.007340571952898056,-0.027083333333333237,-0.0005246589716683125,0.0060435133,-0.00465386853,-0.01883561644,-0.00088370449,-0.00406752085,-0.00681353623,-0.0044386423,-0.005089551533481451
2015-05-12,0.025316455696202445,-0.0034891835310537633,0.01131105398457577,0.03004159605607759,0.03390435403283365,0.006299212598425141,-0.013215859029999999,-0.01052016365,0.0046123161299999995,-0.00106138334,-0.00224627323,-0.00114337983,-0.00183582481,-0.002949656348410934
2015-05-13,-0.004115226337448541,-0.0028011204481792618,-0.00016946280291463278,-0.0007478312892611472,0.013117017604418413,0.003651538862806225,-0.00527597403,-0.0011813349099999999,-0.0026057823600000004,0.00212502214,-0.00040933279000000003,-0.00984432234,-0.0063058329,-0.00030488966805131135
2015-05-14,-0.010247933884297455,0.014044943820224587,-0.0013559322033898091,-0.0032929202215237208,0.024872231686541735,0.04313929313929332,0.01509587923,0.01044746698,-0.00037322717,0.01007245096,0.015356265360000001,0.01156069364,0.0044949761999999996,0.010779230681254859
2015-05-15,-0.003173012692050836,0.012465373961218829,0.0010183299389001643,0.003303799369274607,0.0026595744680850686,0.01843547583457905,0.00040192925999999997,0.00487709715,0.00398257623,-0.00087473758,0.00322645695,0.01302857143,0.00802842853,0.0007684691905143204
2015-05-18,-0.004355838498910969,0.006839945280437965,-0.00644286198711419,-0.00808262236192192,-0.0019893899204245225,0.021037181996086174,0.00321414223,-0.0044651524,0.0008677327399999999,0.00192610751,-0.0032160803999999998,0.00383574007,0.0037863950899999998,0.003047961822747025
2015-05-19,-0.036513545347467646,-0.016304347826086918,-0.023378839590443734,-0.033952014486192894,-0.020598006644518163,-0.022041207474844282,-0.0120144173,-0.0048751950100000005,-0.014243249940000001,-0.0027962251,-0.00262149627,0.00224769611,-0.00026014568,-0.0006434341536727395
2015-05-20,0.030038421236465274,-0.0055248618784530246,-0.0034946706272932504,0.015776319900031366,-0.011194029850746245,0.005389514943655138,-0.05269558168,-0.00058788948,0.00188465888,-0.00368033649,-0.00222401941,0.00156985871,-0.0011709601899999999,-0.0009305254649102368
2015-05-21,0.029501525940996975,0.01388888888888884,0.006838506049447579,0.0232200522835615,0.011663807890222921,0.01754385964912286,-0.00042789901999999995,0.00352941176,0.009405568100000001,0.00545294635,0.0022289767,-0.00044782803000000004,0.00390777648,0.002337888374062347
2015-05-22,-0.016469038208168696,-0.013698630136986245,-0.013061650992685525,-0.017583408476104623,-0.02102407595795175,-0.012931034482758563,-0.0102739726,-0.00117233294,-0.00360293204,-0.00454863541,-0.00424585524,-0.00156810036,-0.00168677825,-0.0022338817919862475
